request_id,duration,fingerprint,http_method,response_size,http_status,last_seen,url
6ab9c3ea-4fb8-4a24-92cc-1cbcac5af890,453 ms,9b2368a2129a810fa7925155912aa4fb9eb367c0,GET,59368 bytes,200,2026-06-26 00:35:08 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar
bc03de66-db70-43eb-89ec-394dde871772,5358 ms,917603b461bd4485d40f1e0f957d255c36d0db72,GET,308158 bytes,200,2026-06-26 00:35:15 UTC,https://www.itftennis.com/en/tournament/m25-troisdorf/ger/2026/m-itf-ger-2026-019/
06814b9b-42b5-4827-a1bd-3363b40d2afc,565 ms,afefbcd63e7eea7690b6cafa7f40a9971bf1ca81,GET,212 bytes,200,2026-06-26 00:35:16 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-ger-2026-019
5498a546-a382-44e3-817d-1f818e8a6a78,7897 ms,86a0e0a5b461c8c54c13741f12e0e5d7a76e3565,GET,307534 bytes,200,2026-06-26 00:35:17 UTC,https://www.itftennis.com/en/tournament/m25-kursumlijska-banja-/srb/2026/m-itf-srb-2026-003/
873ce943-30fb-4e1d-a057-74200afaa111,421 ms,d23bfd53a7c9f228f04e14d2c8a1a63ccc070853,GET,212 bytes,200,2026-06-26 00:35:17 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-srb-2026-003
e7d896a3-d09c-4f67-801f-5b0145ced413,7893 ms,41e0416791a9fbc4dcec73e96881a0e8dd857e4f,GET,305142 bytes,200,2026-06-26 00:35:17 UTC,https://www.itftennis.com/en/tournament/m25-grado/ita/2026/m-itf-ita-2026-033/
4f0d5150-2eeb-45f3-b51e-4ce900dd168d,12272 ms,b7a189c454728b3734ed67d2d1081194034986dd,GET,308462 bytes,200,2026-06-26 00:35:21 UTC,https://www.itftennis.com/en/tournament/m25-carnac/fra/2026/m-itf-fra-2026-010/
2b86ec9f-521f-4fc3-b2ff-d7a32a0c0970,4522 ms,ec058a961373a6c9a8b5387dbfd7263fa89f35fc,GET,212 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-ita-2026-033
85553267-650d-48bf-936a-42423b2320dc,12476 ms,e5cc5e3240fcef8e937999bf03ec3bce1c350f64,GET,307501 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/en/tournament/m25-bol/cro/2026/m-itf-cro-2026-006/
ee494da7-d0c5-4950-8408-8c52b6d841a2,337 ms,d0ac736c7e84cea4fd70494b63fa83acf7dd20a5,GET,659 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-fra-2026-010
5304e536-4153-4757-a539-bc31e7501588,454 ms,ef31ae25827c1994a012df95fdbf96e21918bd32,GET,212 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-cro-2026-006
e20d4041-3694-4300-ba91-e876b8b99715,246 ms,7ce757d84d85772ed926e3423fe5d4e603d22a29,GET,212 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetDrawsheet
e24307cd-b356-474d-9ad1-a52484eb3672,108 ms,7ce757d84d85772ed926e3423fe5d4e603d22a29,GET,212 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetDrawsheet
083b471f-6360-4d2c-aa64-24ea448288da,129 ms,7ce757d84d85772ed926e3423fe5d4e603d22a29,GET,212 bytes,200,2026-06-26 00:35:22 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetDrawsheet
d1782ee4-6cfa-475a-9f97-de80144bf923,7233 ms,08dce8c349536c4ba8f572626df43eeb0cff33c2,GET,307670 bytes,200,2026-06-26 00:35:30 UTC,https://www.itftennis.com/en/tournament/m15-monastir/tun/2026/m-itf-tun-2026-026/
eb910636-2a0a-4389-80bd-45a5b47970fa,277 ms,6daf0c1b05b565ecfb871833840bde8f24795f3a,GET,212 bytes,200,2026-06-26 00:35:30 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-tun-2026-026
32f9a638-3acb-4865-889a-a03c01315186,7378 ms,1a7b475c1798dbcb9d422328a5998f468eb08e34,GET,307427 bytes,200,2026-06-26 00:35:31 UTC,https://www.itftennis.com/en/tournament/m15-luan/chn/2026/m-itf-chn-2026-010/
5be54a08-0c19-435b-84f4-e68b922f57ed,334 ms,e01a9a149f99cbb0c120389ee9a7a3f00d52d7d3,GET,854 bytes,200,2026-06-26 00:35:31 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-chn-2026-010
a3dc2613-1d42-44c6-b506-216315d09c75,6081 ms,af74bbb4924b88b492591da7a9c0e80e547cbae8,GET,307628 bytes,200,2026-06-26 00:35:32 UTC,https://www.itftennis.com/en/tournament/m15-kutaisi/geo/2026/m-itf-geo-2026-003/
f19cbe8c-05bd-470b-a818-69e2691f18eb,7251 ms,bf5427a9db8efa61601a31a0ec0595a7a8e91fe6,GET,307117 bytes,200,2026-06-26 00:35:32 UTC,https://www.itftennis.com/en/tournament/m15-gimcheon/kor/2026/m-itf-kor-2026-003/
b37220d1-8243-4078-8aae-bc6d9e96f1c6,399 ms,08c1409d1cb9d14e0a9206d6568ff17d2f21e7bc,GET,212 bytes,200,2026-06-26 00:35:32 UTC,https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-geo-2026-003
