[2026-06-26 00:35:07] INFO  🚀 Worker online — Run #a4f61057 · ITFP
[2026-06-26 00:35:07] INFO  🎾 ITF Men's Pro Circuit starting — 2026-05-27 → 2026-06-26
[2026-06-26 00:35:07] INFO  🧵 Concurrency: 5 worker thread(s)
[2026-06-26 00:35:07] INFO  🔌 HTTP client: curl_cffi (impersonate chrome) via Datacenter proxy 'plainproxies.com'
[2026-06-26 00:35:07] INFO  ──── phase 1 · discovering tournaments ────
[2026-06-26 00:35:08] INFO     📅 circuit MT: 77 tournament(s), 1 page(s)
[2026-06-26 00:35:08] INFO  📋 77 tournament(s) discovered
[2026-06-26 00:35:08] INFO  ──── phase 2 · scraping tournaments (patchright) ────
[2026-06-26 00:35:08] INFO  🌐 HTTP client: patchright Google Chrome (headed, ephemeral profile) via Datacenter proxy 'plainproxies.com' (rotating IP)
[2026-06-26 00:35:08] INFO  🧵 per-request rotation: up to 5 browsers in parallel — a fresh browser + IP per tournament
[2026-06-26 00:35:09] INFO     ⏳ loading M-ITF-SRB-2026-003 …
[2026-06-26 00:35:09] INFO     ⏳ loading M-ITF-CRO-2026-006 …
[2026-06-26 00:35:09] INFO     ⏳ loading M-ITF-ITA-2026-033 …
[2026-06-26 00:35:09] INFO     ⏳ loading M-ITF-FRA-2026-010 …
[2026-06-26 00:35:10] INFO     ⏳ loading M-ITF-GER-2026-019 …
[2026-06-26 00:35:22] INFO     🏟️ M25 Carnac — Carnac, France · Clay
[2026-06-26 00:35:22] INFO     ∅ M25 Carnac: no completed matches
[2026-06-26 00:35:22] INFO     ⏳ loading M-ITF-TUN-2026-026 …
[2026-06-26 00:35:23] INFO     ⏳ loading M-ITF-CHN-2026-010 …
[2026-06-26 00:35:24] INFO     ⏳ loading M-ITF-KOR-2026-003 …
[2026-06-26 00:35:25] INFO     ⏳ loading M-ITF-JPN-2026-007 …
[2026-06-26 00:35:25] INFO     ⏳ loading M-ITF-GEO-2026-003 …
[2026-06-26 00:35:31] WARN  🛡️ GET https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-chn-2026-010 → anti-bot challenge (HTTP 200, retry 1/3)
[2026-06-26 00:35:32] INFO     ⏳ loading M-ITF-USA-2026-017 …
[2026-06-26 00:35:33] INFO     🏟️ M15 Karuizawa — Karuizawa, Japan · Clay
[2026-06-26 00:35:34] INFO     ∅ M15 Karuizawa: no completed matches
[2026-06-26 00:35:35] INFO     ⏳ loading M-ITF-SLO-2026-002 …
[2026-06-26 00:35:35] INFO     ⏳ loading M-ITF-TUR-2026-015 …
[2026-06-26 00:35:36] INFO     ⏳ loading M-ITF-BIH-2026-003 …
[2026-06-26 00:35:36] INFO     ⏳ loading M-ITF-ARM-2026-002 …
[2026-06-26 00:35:41] WARN  🛡️ GET https://www.itftennis.com/tennis/api/TournamentApi/GetEventFilters?tournamentKey=m-itf-usa-2026-017 → anti-bot challenge (HTTP 200, retry 1/3)
[2026-06-26 00:35:44] INFO     ⏳ loading M-ITF-ITA-2026-023 …
[2026-06-26 00:35:46] INFO     ⏳ loading M-ITF-ROU-2026-002 …
[2026-06-26 00:35:47] INFO     ⏳ loading M-ITF-TUN-2026-027 …
[2026-06-26 00:35:47] INFO     ⏳ loading M-ITF-BRA-2026-009 …
[2026-06-26 00:35:54] INFO     🏟️ M25 Bistrita — Bistrita, Romania · Clay
[2026-06-26 00:35:54] INFO     ⏳ loading M-ITF-TUR-2026-016 …
[2026-06-26 00:35:55] INFO     ∅ M25 Bistrita: no completed matches
[2026-06-26 00:35:56] INFO     ⏳ loading M-ITF-SLO-2026-003 …
[2026-06-26 00:35:56] INFO     ⏳ loading M-ITF-HUN-2026-001 …
[2026-06-26 00:36:04] INFO     🏟️ M15 Ljubljana — Ljubljana, Slovenia · Clay
[2026-06-26 00:36:04] INFO     ⏳ loading M-ITF-ARM-2026-001 …
[2026-06-26 00:36:04] INFO     ⏳ loading M-ITF-USA-2026-019 …
[2026-06-26 00:36:05] INFO     ∅ M15 Ljubljana: no completed matches
[2026-06-26 00:36:07] INFO     ⏳ loading M-ITF-GUM-2026-002 …
[2026-06-26 00:36:07] INFO     ⏳ loading M-ITF-GER-2026-016 …
[2026-06-26 00:36:14] INFO     ⏳ loading M-ITF-CHN-2026-011 …
[2026-06-26 00:36:15] INFO     ⏳ loading M-ITF-SRB-2026-004 …
[2026-06-26 00:36:15] INFO     ⏳ loading M-ITF-SWE-2026-001 …
[2026-06-26 00:36:19] INFO     ⏳ loading M-ITF-CZE-2026-003 …
[2026-06-26 00:36:19] INFO     ⏳ loading M-ITF-BIH-2026-004 …
[2026-06-26 00:36:24] INFO     ⏳ loading M-ITF-ESP-2026-039 …
[2026-06-26 00:36:25] INFO     ⏳ loading M-ITF-USA-2026-036 …
[2026-06-26 00:36:27] INFO     🏟️ M25 Kiseljak — Kiseljak, Bosnia and Herzegovina · Clay
[2026-06-26 00:36:27] WARN  🛡️ GET https://www.itftennis.com/tennis/api/TournamentApi/GetDrawsheet → anti-bot challenge (HTTP 200, retry 1/3)
[2026-06-26 00:36:28] INFO     ⏳ loading M-ITF-BRA-2026-008 …
[2026-06-26 00:36:29] INFO     ∅ M25 Kiseljak: no completed matches
[2026-06-26 00:36:30] INFO     ⏳ loading M-ITF-TUN-2026-028 …
[2026-06-26 00:36:33] INFO     ⏳ loading M-ITF-CHN-2026-014 …
[2026-06-26 00:36:35] INFO     ⏳ loading M-ITF-SRB-2026-005 …
[2026-06-26 00:36:40] INFO     ⏳ loading M-ITF-HUN-2026-002 …
